role,icd_code,icd_version_inferred,chapter,diagnosis,patients
secondary,,,,"Fall from bed, initial encounter",1
secondary,,,,"Nondisplaced fracture of left radial styloid process, initial encounter for closed fracture",1
secondary,,,,"Malignant neoplasm of lower lobe, right bronchus or lung",1
secondary,,,,Calculus of bile duct with acute cholangitis with obstruction,1
secondary,,,,"Acute myeloblastic leukemia, in relapse",1
secondary,,,,"Arthropathic psoriasis, unspecified",1
secondary,,,,"Postoperative shock, cardiogenic",1
secondary,,,,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",1
secondary,,,,Closed fracture of intertrochanteric section of neck of femur,1
secondary,,,,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,1
secondary,,,,Supervision of high-risk pregnancy with other poor reproductive history,1
secondary,,,,"Bitten by cat, initial encounter",1
secondary,,,,Other acute postoperative pain,1
secondary,,,,Other and unspecified nonspecific immunological findings,1
secondary,,,,Chemical pneumonitis due to anesthesia,1
secondary,,,,Esophageal hemorrhage,1
secondary,,,,Cardiac arrest due to underlying cardiac condition,1
secondary,,,,"Periprosthetic fracture around internal prosthetic left hip joint, initial encounter",1
secondary,,,,"Body mass index [BMI] 35.0-35.9, adult",1
secondary,,,,"Pneumonia due to Streptococcus, group A",1
secondary,,,,Cellulitis and abscess of upper arm and forearm,1
secondary,,,,Infective myositis,1
secondary,,,,Other closed fracture of upper end of humerus,1
secondary,,,,Unspecified personality disorder,1
secondary,,,,Primary biliary cirrhosis,1
secondary,,,,Raynaud's syndrome without gangrene,1
secondary,,,,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites",1
secondary,,,,Abscess of prostate,1
secondary,,,,Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site,1
secondary,,,,Unspecified immunity deficiency,1
secondary,,,,Immunodeficiency due to drugs,1
secondary,,,,Acute upper respiratory infections of unspecified site,1
secondary,,,,"Unspecified osteomyelitis, shoulder region",1
secondary,,,,"Synovitis and tenosynovitis, unspecified",1
secondary,,,,"Cerebral aneurysm, nonruptured",1
secondary,,,,Cryptogenic organizing pneumonia,1
secondary,,,,Ulcer of esophagus without bleeding,1
secondary,,,,Chronic pain syndrome,1
secondary,,,,Right upper quadrant pain,1
secondary,,,,Phlebitis and thrombophlebitis of unspecified site,1
secondary,,,,Obstructive chronic bronchitis with acute bronchitis,1
secondary,,,,"Other specified disorders of bone density and structure, multiple sites",1
secondary,,,,"Gestational diabetes mellitus in the puerperium, diet controlled",1
secondary,,,,Personal history of malignant neoplasm of liver,1
secondary,,,,"Body mass index [BMI] 36.0-36.9, adult",1
secondary,,,,First degree atrioventricular block,1
secondary,,,,Right bundle branch block and left anterior fascicular block,1
secondary,,,,Lupus anticoagulant syndrome,1
secondary,,,,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",1
secondary,,,,Cerebral infarction due to embolism of other cerebral artery,1
secondary,,,,"Other malignant lymphomas, intra-abdominal lymph nodes",1
secondary,,,,Drug induced neutropenia,1
secondary,,,,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use,1
secondary,,,,Drug use complicating childbirth,1
secondary,,,,"Dependence on respirator, status",1
secondary,,,,Unspecified accident,1
secondary,,,,"Systemic inflammatory response syndrome, unspecified",1
secondary,,,,Homonymous bilateral field defects,1
secondary,,,,Vesicointestinal fistula,1
secondary,,,,Chronic or unspecified parametritis and pelvic cellulitis,1
secondary,,,,Encounter for sterilization,1
secondary,,,,"Triplet pregnancy, trichorionic/triamniotic, third trimester",1
secondary,,,,"LeFort III fracture, initial encounter for closed fracture",1
secondary,,,,"Malignant neoplasm of bronchus and lung, unspecified",1
secondary,,,,"Chorioretinitis, unspecified",1
secondary,,,,Hyperplasia of renal artery,1
secondary,,,,Hypertensive retinopathy,1
secondary,,,,"Pervasive developmental disorder, unspecified",1
secondary,,,,"Cocaine dependence, in remission",1
secondary,,,,Tobacco abuse counseling,1
secondary,,,,Pyothorax without fistula,1
secondary,,,,Tachypnea,1
secondary,,,,"Infection following a procedure, organ and space surgical site, initial encounter",1
secondary,,,,Mild cognitive impairment of uncertain or unknown etiology,1
secondary,,,,Vascular parkinsonism,1
secondary,,,,"Other specified forms of effusion, except tuberculous",1
secondary,,,,Personal history of malignant neoplasm of bladder,1
secondary,,,,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition",1
secondary,,,,Need for prophylactic immunotherapy,1
secondary,,,,"Vascular dementia, uncomplicated",1
secondary,,,,Other specified disorders of brain,1
secondary,,,,33 weeks gestation of pregnancy,1
secondary,,,,Other specified disorders of liver,1
secondary,,,,Deficiency of other specified B group vitamins,1
secondary,,,,"Digestive-genital tract fistula, female",1
secondary,,,,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites,1
secondary,,,,Postprocedural hematoma of skin and subcutaneous tissue following other procedure,1
secondary,,,,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy",1
secondary,,,,Spastic hemiplegia and hemiparesis affecting unspecified side,1
secondary,,,,"Open bite of abdominal wall, right lower quadrant without penetration into peritoneal cavity, initial encounter",1
secondary,,,,"Open bite of right shoulder, initial encounter",1
secondary,,,,"Open bite of right buttock, initial encounter",1
secondary,,,,"Other anomalies of gallbladder, bile ducts, and liver",1
secondary,,,,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",1
secondary,,,,Sepsis due to other specified staphylococcus,1
secondary,,,,Other partial intestinal obstruction,1
secondary,,,,Immunodeficiency due to conditions classified elsewhere,1
secondary,,,,"Chronic kidney disease, stage 3 unspecified",1
secondary,,,,"Acute lymphoblastic leukemia, in relapse",1
secondary,,,,"Pressure ulcer, heel",1
secondary,,,,"Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture",1
secondary,,,,"Pedal cycle driver injured in noncollision transport accident in traffic accident, initial encounter",1
secondary,,,,Malignant neoplasm of head of pancreas,1
secondary,,,,Unspecified psychosis not due to a substance or known physiological condition,1
secondary,,,,Other emphysema,1
secondary,,,,Hemorrhage into bladder wall,1
secondary,,,,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",1
secondary,,,,Cocaine dependence with withdrawal,1
secondary,,,,Postprocedural fever,1
secondary,,,,Mechanical complication due to cardiac pacemaker (electrode),1
secondary,,,,"Torticollis, unspecified",1
secondary,,,,Endometriosis of uterus,1
secondary,,,,"Diarrhea, unspecified",1
secondary,,,,Accidental fall from other furniture,1
secondary,,,,"Closed fracture of mandible, body, other and unspecified",1
secondary,,,,"Other intraoperative complications of the circulatory system, not elsewhere classified",1
secondary,,,,Postprocedural hypotension,1
secondary,,,,Dependent personality disorder,1
secondary,,,,"Arthropod-borne viral encephalitis, unspecified",1
secondary,,,,Presence of left artificial knee joint,1
secondary,,,,"Other fracture of sacrum, initial encounter for closed fracture",1
secondary,,,,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",1
secondary,,,,Accidents occurring in public building,1
secondary,,,,Atherosclerosis of native arteries of the extremities with intermittent claudication,1
secondary,,,,Intraspinal abscess,1
secondary,,,,Submucous leiomyoma of uterus,1
secondary,,,,Corpus luteum cyst of right ovary,1
secondary,,,,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",1
secondary,,,,Personal history of other diseases of the digestive system,1
secondary,,,,"Gastrointestinal hemorrhage, unspecified",1
secondary,,,,Unspecified transient mental disorder in conditions classified elsewhere,1
secondary,,,,"Disease of spinal cord, unspecified",1
secondary,,,,Closed fracture of lower end of radius with ulna,1
secondary,,,,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",1
secondary,,,,"Disorder of the autonomic nervous system, unspecified",1
secondary,,,,"Localized swelling, mass and lump, left upper limb",1
secondary,,,,Pouchitis,1
secondary,,,,Other complications of enterostomy,1
secondary,,,,Cardiac arrest due to other underlying condition,1
secondary,,,,Unspecified sleep apnea,1
secondary,,,,Secondary malignant neoplasm of unspecified site,1
secondary,,,,Cellulitis of right lower limb,1
secondary,,,,"Atherosclerosis of native arteries of extremities with rest pain, right leg",1
secondary,,,,Other cervical disc displacement at C6-C7 level,1
secondary,,,,Other appendicitis,1
secondary,,,,Gastro-esophageal laceration-hemorrhage syndrome,1
secondary,,,,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,1
secondary,,,,Lumbago,1
secondary,,,,Infarction of spleen,1
secondary,,,,Ulcer of calf,1
secondary,,,,Acquired spondylolisthesis,1
secondary,,,,Conversion disorder,1
secondary,,,,"Thyroid dysfunction of mother, antepartum condition or complication",1
secondary,,,,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,1
secondary,,,,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma",1
secondary,,,,Closed fracture of six ribs,1
secondary,,,,"Closed fracture of navicular [scaphoid], foot",1
secondary,,,,Closed fracture of astragalus,1
secondary,,,,"Anorexia nervosa, unspecified",1
secondary,,,,"Obsessive-compulsive disorder, unspecified",1
secondary,,,,Persistent atrial fibrillation,1
secondary,,,,"Acute myeloid leukemia, without mention of having achieved remission",1
secondary,,,,Chronic pulmonary embolism,1
secondary,,,,"Other chronic osteomyelitis, left ankle and foot",1
secondary,,,,"Endocarditis, valve unspecified, unspecified cause",1
secondary,,,,"Opioid abuse, continuous",1
secondary,,,,Panic disorder without agoraphobia,1
secondary,,,,Hypertonicity of bladder,1
secondary,,,,Urinary hesitancy,1
secondary,,,,"Closed fracture of rib(s), unspecified",1
secondary,,,,Retropharyngeal abscess,1
secondary,,,,"Other osteomyelitis, lower leg",1
secondary,,,,"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",1
secondary,,,,Pneumonia due to Hemophilus influenzae [H. influenzae],1
secondary,,,,"Pyogenic arthritis, lower leg",1
secondary,,,,"Mild cognitive impairment, so stated",1
secondary,,,,"Acute pharyngitis, unspecified",1
secondary,,,,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,1
secondary,,,,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter",1
secondary,,,,"Scoliosis, unspecified",1
secondary,,,,"Acute myocardial infarction of unspecified site, subsequent episode of care",1
secondary,,,,"Infection and inflammatory reaction due to other vascular device, implant, and graft",1
secondary,,,,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,1
secondary,,,,"Hemorrhage of gastrointestinal tract, unspecified",1
secondary,,,,Unspecified disturbances of skin sensation,1
secondary,,,,Dysmetabolic syndrome X,1
secondary,,,,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",1
secondary,,,,Metrorrhagia,1
secondary,,,,Cerebral infarction due to embolism of left middle cerebral artery,1
secondary,,,,Other diseases of pulmonary vessels,1
secondary,,,,Personal history of tuberculosis,1
secondary,,,,Chronic atrophic gastritis without bleeding,1
secondary,,,,Unspecified psychophysiological malfunction,1
secondary,,,,Injury to popliteal artery,1
secondary,,,,Injury to anterior tibial artery,1
secondary,,,,Traumatic compartment syndrome of lower extremity,1
secondary,,,,Neoplasm of uncertain behavior of retroperitoneum,1
secondary,,,,Dissection of coronary artery,1
secondary,,,,Asplenia (congenital),1
secondary,,,,Obsessive-compulsive disorder,1
secondary,,,,Mild intellectual disabilities,1
secondary,,,,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",1
secondary,,,,Degeneration of lumbar or lumbosacral intervertebral disc,1
secondary,,,,Dislocation of prosthetic joint,1
secondary,,,,Other artificial openings of urinary tract status,1
secondary,,,,Cerebral infarction due to thrombosis of basilar artery,1
secondary,,,,"Cannabis abuse, episodic",1
secondary,,,,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus,1
secondary,,,,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",1
secondary,,,,Cutaneous abscess of left upper limb,1
secondary,,,,Other giant cell arteritis,1
secondary,,,,Closed fracture of head of radius,1
secondary,,,,Other stimulant abuse with stimulant-induced mood disorder,1
secondary,,,,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum",1
secondary,,,,Striking against or struck accidentally by object in sports with subsequent fall,1
secondary,,,,Activities involving american tackle football,1
secondary,,,,Contusion of abdominal wall,1
secondary,,,,Myelopathy in diseases classified elsewhere,1
secondary,,,,"Ehlers-Danlos syndrome, unspecified",1
secondary,,,,"Migraine with aura, not intractable, without status migrainosus",1
secondary,,,,"Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified",1
secondary,,,,"Opioid use, unspecified with withdrawal",1
secondary,,,,"Pathological fracture, left shoulder, initial encounter for fracture",1
secondary,,,,"Fracture of orbital roof, right side, initial encounter for closed fracture",1
secondary,,,,Septicemia due to escherichia coli [E. coli],1
secondary,,,,Acute appendicitis with generalized peritonitis,1
secondary,,,,Hydronephrosis with renal and ureteral calculous obstruction,1
secondary,,,,Cervical disc disorder at C6-C7 level with myelopathy,1
secondary,,,,Disturbances in tooth eruption,1
secondary,,,,Other spontaneous pneumothorax,1
secondary,,,,Nonspecific low blood pressure reading,1
secondary,,,,Other malaise and fatigue,1
secondary,,,,"Syphilis, unspecified",1
secondary,,,,Other specified anemias,1
secondary,,,,Babesiosis,1
secondary,,,,"Hemiplegia, unspecified affecting left dominant side",1
secondary,,,,Herpes simplex without mention of complication,1
secondary,,,,Knee joint replacement,1
secondary,,,,Other respiratory complications,1
secondary,,,,"Coagulation defect, unspecified",1
secondary,,,,"Left ventricular failure, unspecified",1
secondary,,,,"Nontoxic goiter, unspecified",1
secondary,,,,Flaccid hemiplegia and hemiparesis affecting dominant side,1
secondary,,,,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, initial encounter",1
secondary,,,,Herpesviral gingivostomatitis and pharyngotonsillitis,1
secondary,,,,"Spondylolysis, lumbosacral region",1
secondary,,,,Traumatic shock,1
secondary,,,,"Mechanical complication of nervous system device, implant, and graft",1
secondary,,,,Other specified acquired deformity of head,1
secondary,,,,"Cervical shortening, delivered, with or without mention of antepartum condition",1
secondary,,,,Excessive and frequent menstruation with regular cycle,1
secondary,,,,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication",1
secondary,,,,"Opioid type dependence, unspecified",1
secondary,,,,Other iatrogenic hypotension,1
secondary,,,,"Bacterial pneumonia, unspecified",1
secondary,,,,Acute glomerulonephritis with other specified pathological lesion in kidney,1
secondary,,,,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",1
secondary,,,,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",1
secondary,,,,Nonspecific abnormal results of function study of liver,1
secondary,,,,Crushing injury of thigh,1
secondary,,,,Crushing injury of other specified sites of trunk,1
secondary,,,,Methicillin susceptible pneumonia due to Staphylococcus aureus,1
secondary,,,,Physical restraint status,1
secondary,,,,Other intestinal obstruction unspecified as to partial versus complete obstruction,1
secondary,,,,Closed fracture of lumbar spine with spinal cord injury,1
secondary,,,,Fall from skis,1
secondary,,,,Erythema intertrigo,1
secondary,,,,"Lymphedema, not elsewhere classified",1
secondary,,,,Secondary malignant neoplasm of small intestine including duodenum,1
secondary,,,,Stricture and stenosis of cervix uteri,1
secondary,,,,Sepsis due to Methicillin resistant Staphylococcus aureus,1
secondary,,,,Acute and subacute infective endocarditis,1
secondary,,,,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle,1
secondary,,,,"Amphetamine or related acting sympathomimetic abuse, continuous",1
secondary,,,,Acute embolism and thrombosis of right internal jugular vein,1
secondary,,,,Other thrombophilia,1
secondary,,,,Activities involving ice skating,1
secondary,,,,"Hairy cell leukemia, in remission",1
secondary,,,,"Malignant neoplasm of cervix uteri, unspecified site",1
secondary,,,,Frostbite of foot,1
secondary,,,,Accident due to excessive cold due to weather conditions,1
secondary,,,,"Neoplasm of unspecified nature of bone, soft tissue, and skin",1
secondary,,,,Other abnormal blood chemistry,1
secondary,,,,Pneumonia due to escherichia coli [E. coli],1
secondary,,,,"Open wound of cheek, without mention of complication",1
secondary,,,,"Open wound of face, unspecified site, without mention of complication",1
secondary,,,,Dog bite,1
secondary,,,,Mobitz (type) II atrioventricular block,1
secondary,,,,"Calculus of bile duct without mention of cholecystitis, with obstruction",1
secondary,,,,Weakness,1
secondary,,,,"Major depressive disorder, recurrent severe without psychotic features",1
secondary,,,,36 weeks gestation of pregnancy,1
secondary,,,,"Calculus of gallbladder with other cholecystitis, with obstruction",1
secondary,,,,"Chest pain, unspecified",1
secondary,,,,Coronary atherosclerosis of unspecified bypass graft,1
secondary,,,,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",1
secondary,,,,"Closed fracture of clavicle, unspecified part",1
secondary,,,,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",1
secondary,,,,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication",1
secondary,,,,Loss of weight,1
secondary,,,,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,1
secondary,,,,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",1
secondary,,,,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",1
secondary,,,,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",1
secondary,,,,Diverticulosis of small intestine (without mention of hemorrhage),1
secondary,,,,Occlusion and stenosis of carotid artery with cerebral infarction,1
secondary,,,,"Cocaine dependence, uncomplicated",1
secondary,,,,Bladder neck obstruction,1
secondary,,,,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),1
secondary,,,,"Sprain of tibiofibular (ligament), distal of ankle",1
secondary,,,,Altered mental status,1
secondary,,,,Closed fracture of shaft of radius (alone),1
secondary,,,,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,1
secondary,,,,Critical illness myopathy,1
secondary,,,,Tracheoesophageal fistula,1
secondary,,,,Diseases of the circulatory system complicating childbirth,1
secondary,,,,"Sickle-cell disease, unspecified",1
secondary,,,,Other vascular myelopathies,1
secondary,,,,Other specified diseases of spinal cord,1
secondary,,,,Postpartum acute kidney failure,1
secondary,,,,Pneumonia due to Klebsiella pneumoniae,1
secondary,,,,"Open wound of chest (wall), without mention of complication",1
secondary,,,,Monoclonal gammopathy,1
secondary,,,,Grand mal status,1
secondary,,,,Chronic respiratory failure,1
secondary,,,,"Spinal stenosis, lumbosacral region",1
secondary,,,,"Other spondylosis with radiculopathy, lumbar region",1
secondary,,,,Disseminated due to other mycobacteria,1
secondary,,,,Closed fracture of other facial bones,1
secondary,,,,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1
secondary,,,,"Toxic liver disease with hepatic necrosis, without coma",1
secondary,,,,Other drug-induced pancytopenia,1
secondary,,,,Malignant neoplasm of pancreatic duct,1
secondary,,,,Benign neoplasm of ovary,1
secondary,,,,Subserosal leiomyoma of uterus,1
secondary,,,,Secondary dysmenorrhea,1
secondary,,,,"Other mechanical complication of other internal orthopedic device, implant, and graft",1
secondary,,,,Unspecified cataract,1
secondary,,,,Bipolar II disorder,1
secondary,,,,Unspecified mood [affective] disorder,1
secondary,,,,"Poisoning by benzodiazepines, accidental (unintentional), initial encounter",1
secondary,,,,"Poisoning by methadone, accidental (unintentional), initial encounter",1
secondary,,,,Struck accidentally by falling object,1
secondary,,,,"Mantle cell lymphoma, intra-abdominal lymph nodes",1
secondary,,,,"Polyhydramnios, delivered, with or without mention of antepartum condition",1
secondary,,,,"Osteoarthrosis, unspecified whether generalized or localized, hand",1
secondary,,,,Selective deficiency of immunoglobulin A [IgA],1
secondary,,,,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,1
secondary,,,,Hyperprolactinemia,1
secondary,,,,Cutaneous abscess of buttock,1
secondary,,,,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,1
secondary,,,,Disorders of magnesium metabolism,1
secondary,,,,Resistance to multiple antimicrobial drugs,1
secondary,,,,"Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication",1
secondary,,,,Cardiac pacemaker in situ,1
secondary,,,,Secondary malignant neoplasm of other digestive organs and spleen,1
secondary,,,,Malignant neoplasm of heart,1
secondary,,,,Overexertion from sudden strenuous movement,1
secondary,,,,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture",1
secondary,,,,"Unspecified laceration of spleen, initial encounter",1
secondary,,,,Unspecified transient cerebral ischemia,1
secondary,,,,Dilated cardiomyopathy,1
secondary,,,,Nonrheumatic mitral (valve) insufficiency,1
secondary,,,,Other otorrhea,1
secondary,,,,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle,1
secondary,,,,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",1
secondary,,,,Anemia due to antineoplastic chemotherapy,1
secondary,,,,Calculus of gallbladder with chronic cholecystitis without obstruction,1
secondary,,,,"Outcome of delivery, twins, both liveborn",1
secondary,,,,Nutritional and metabolic cardiomyopathy,1
secondary,,,,Other nonspecific abnormal finding of lung field,1
secondary,,,,Awaiting organ transplant status,1
secondary,,,,Abnormal weight loss,1
secondary,,,,"Esophageal varices in diseases classified elsewhere, with bleeding",1
secondary,,,,Anemia of other chronic disease,1
secondary,,,,Nonunion of fracture,1
secondary,,,,"Chronic osteomyelitis, pelvic region and thigh",1
secondary,,,,Pain in right lower leg,1
secondary,,,,Calculus of ureter,1
secondary,,,,Cerebral ischemia,1
secondary,,,,Polycystic ovaries,1
secondary,,,,Diverticulosis of large intestine without perforation or abscess with bleeding,1
secondary,,,,Other specified disorders of intestine,1
secondary,,,,"Acute or unspecified pelvic peritonitis, female",1
secondary,,,,"Digestive system complications, not elsewhere classified",1
secondary,,,,"Other intervertebral disc degeneration, lumbar region",1
secondary,,,,Drug withdrawal,1
secondary,,,,Antisocial personality disorder,1
secondary,,,,Dependence on respirator [ventilator] status,1
secondary,,,,"Body mass index [BMI] 38.0-38.9, adult",1
secondary,,,,Duodenitis without bleeding,1
secondary,,,,"Cyst of kidney, acquired",1
secondary,,,,Pancreas transplant status,1
secondary,,,,Other transplanted tissue rejection,1
secondary,,,,"Lobar pneumonia, unspecified organism",1
secondary,,,,Other retention of urine,1
secondary,,,,Malignant carcinoid tumor of unspecified site,1
secondary,,,,"Chronic gout, unspecified, with tophus (tophi)",1
secondary,,,,Other cirrhosis of liver,1
secondary,,,,Third-stage hemorrhage,1
secondary,,,,"Epilepsy, unspecified, intractable, without status epilepticus",1
secondary,,,,Marfan syndrome,1
secondary,,,,Sicca syndrome,1
secondary,,,,"Multiple myeloma, in relapse",1
secondary,,,,Pneumonia due to Pseudomonas,1
secondary,,,,"Flail chest, initial encounter for closed fracture",1
secondary,,,,"Viral intestinal infection, unspecified",1
secondary,,,,Anti-parkinsonism drugs causing adverse effects in therapeutic use,1
secondary,,,,Type 2 diabetes mellitus with ketoacidosis without coma,1
secondary,,,,Meningitis in other bacterial diseases classified elsewhere,1
secondary,,,,"Cardiac arrest, cause unspecified",1
secondary,,,,Thromboembolism in childbirth,1
secondary,,,,Esophageal varices without mention of bleeding,1
secondary,,,,"Spondylosis of unspecified site, without mention of myelopathy",1
secondary,,,,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",1
secondary,,,,"Intentional self-harm by other specified means, initial encounter",1
secondary,,,,"Suicide attempt, initial encounter",1
secondary,,,,Patient's other noncompliance with medication regimen,1
secondary,,,,"Rheumatoid arthritis, unspecified",1
secondary,,,,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",1
secondary,,,,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,1
secondary,,,,Mixed disorder of acid-base balance,1
secondary,,,,Other postprocedural cardiac functional disturbances following other surgery,1
secondary,,,,Exposure of implanted vaginal mesh and other prosthetic materials into vagina,1
secondary,,,,Dermatophytosis of the body,1
secondary,,,,Unspecified inflammatory disease of uterus,1
secondary,,,,Personal history of malignant neoplasm of larynx,1
secondary,,,,Nontraumatic intracerebral hemorrhage in cerebellum,1
secondary,,,,Kidney transplant failure,1
secondary,,,,Acute respiratory failure with hypercapnia,1
secondary,,,,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection",1
secondary,,,,Abscess of mediastinum,1
secondary,,,,Psychophysical visual disturbances,1
secondary,,,,Paranoid schizophrenia,1
secondary,,,,"Major depressive disorder, recurrent, moderate",1
secondary,,,,"Sciatica, unspecified side",1
secondary,,,,Other and unspecified postsurgical nonabsorption,1
secondary,,,,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1
secondary,,,,Cellulitis and abscess of neck,1
secondary,,,,Cellulitis and abscess of oral soft tissues,1
secondary,,,,Diagnostic and monitoring cardiovascular devices associated with adverse incidents,1
secondary,,,,Operating room of hospital as the place of occurrence of the external cause,1
secondary,,,,Personal history of allergy to penicillin,1
secondary,,,,Benign neoplasm of thyroid glands,1
secondary,,,,Other diseases of trachea and bronchus,1
secondary,,,,"Other forms of scoliosis, lumbar region",1
secondary,,,,Family history of malignant neoplasm of breast,1
secondary,,,,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg",1
secondary,,,,Muscular dystrophy,1
secondary,,,,Acute bronchitis,1
secondary,,,,Crohn's disease of small intestine with abscess,1
secondary,,,,Cutaneous abscess of abdominal wall,1
secondary,,,,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli],1
secondary,,,,"Homonymous bilateral field defects, left side",1
secondary,,,,Nontoxic single thyroid nodule,1
secondary,,,,Hereditary hemochromatosis,1
secondary,,,,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior",1
secondary,,,,Adult physical abuse,1
secondary,,,,Other ureteric obstruction,1
secondary,,,,"Acute myocardial infarction of other lateral wall, initial episode of care",1
secondary,,,,Postprocedural aspiration pneumonia,1
secondary,,,,"Maternal care for breech presentation, not applicable or unspecified",1
secondary,,,,32 weeks gestation of pregnancy,1
secondary,,,,"Radiculopathy, lumbar region",1
secondary,,,,"Malignant neoplasm of kidney, except pelvis",1
secondary,,,,"Dorsalgia, unspecified",1
secondary,,,,Primary adrenocortical insufficiency,1
secondary,,,,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,1
secondary,,,,"Opioid use, unspecified, uncomplicated",1
secondary,,,,"Unspecified adverse effect of other drug, medicinal and biological substance",1
secondary,,,,Primary thunderclap headache,1
secondary,,,,Other specified hypoglycemia,1
secondary,,,,Condyloma acuminatum,1
secondary,,,,"Dissection of cerebral arteries, nonruptured",1
secondary,,,,Need for prophylactic vaccination and inoculation against tetanus toxoid alone,1
secondary,,,,"Pressure ulcer, other site",1
secondary,,,,Accidental fall from chair,1
secondary,,,,Cervical spondylosis without myelopathy,1
secondary,,,,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition",1
secondary,,,,"Ulcer of lower limb, unspecified",1
secondary,,,,"Venous (peripheral) insufficiency, unspecified",1
secondary,,,,Influenza due to unidentified influenza virus with other respiratory manifestations,1
secondary,,,,(Idiopathic) normal pressure hydrocephalus,1
secondary,,,,Hypertensive emergency,1
secondary,,,,Giant cell arteritis,1
secondary,,,,"Accidental cut, puncture, perforation or hemorrhage during endoscopic examination",1
secondary,,,,"Albinism, unspecified",1
secondary,,,,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",1
secondary,,,,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",1
secondary,,,,Cerebral infarction due to embolism of right middle cerebral artery,1
secondary,,,,Lipoma of other specified sites,1
secondary,,,,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm",1
secondary,,,,Traumatic subcutaneous emphysema,1
